ID;Nome Fantasia;% de mercado;Nacionalidade;Associado;Tipo de Associado;Cidade;Estado;País
826;Empresa 826;0,00%;Multinacional;Sim;Cooperador;Belo Horizonte;Minas Gerais;Brasil
122;Empresa 122;0,00%;Nacional;Sim;Cooperador;Belo Horizonte;Minas Gerais;Brasil
1016;Empresa 1016;0,00%;Nacional;Sim;Cooperador;Curitiba;Paraná;Brasil
70;Empresa 70;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
313;Empresa 313;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Brasília;Distrito Federal;Brasil
505;Empresa 505;0,00%;Multinacional;Sim;Cooperador;Rio de Janeiro;Rio de Janeiro;Brasil
133;Empresa 133;0,00%;Nacional;Sim;Efetivo;São Bernardo do Campo;São Paulo;Brasil
822;Empresa 822;0,00%;Nacional;Sim;Cooperador;Rio de Janeiro;Rio de Janeiro;Brasil
4;Empresa 4;0,00%;Multinacional;Sim;Efetivo;Sumaré;São Paulo;Brasil
2;Empresa 2;0,00%;;Sim;;São Paulo;São Paulo;
3;Empresa 3;0,00%;Nacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
6;Empresa 6;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
9;Empresa 9;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
10;Empresa 10;0,00%;Nacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
20;Empresa 20;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Valinhos;São Paulo;Brasil
31;Empresa 31;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
32;Empresa 32;0,00%;Multinacional;-;Efetivo;Bom Jesus dos Perdões;São Paulo;Brasil
35;Empresa 35;0,00%;Nacional;Sim;Efetivo;Diadema;São Paulo;Brasil
36;Empresa 36;0,00%;;-;Efetivo;Diadema;São Paulo;
39;Empresa 39;0,00%;Multinacional;-;Efetivo;São Paulo;São Paulo;Brasil
44;Empresa 44;0,00%;Multinacional;Sim;Efetivo;Sorocaba;São Paulo;Brasil
46;Empresa 46;0,00%;Multinacional;Sim;Efetivo;Vargem Grande Paulista;São Paulo;Brasil
50;Empresa 50;0,00%;Nacional;Sim;Efetivo;Cotia;São Paulo;Brasil
56;Empresa 56;0,00%;Nacional;Sim;Efetivo;Catanduva;São Paulo;Brasil
58;Empresa 58;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
61;Empresa 61;0,00%;Nacional;Sim;Efetivo;Hortolândia;São Paulo;Brasil
63;Empresa 63;0,00%;Nacional;Sim;Efetivo;Cotia;São Paulo;
67;Empresa 67;0,00%;Multinacional;Sim;Efetivo;Jaguariúna;São Paulo;Brasil
68;Empresa 68;0,00%;Nacional;Sim;Efetivo;Guarulhos;São Paulo;Brasil
71;Empresa 71;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
78;Empresa 78;0,00%;Nacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
80;Empresa 80;0,00%;Multinacional;Sim;Cooperador;São Paulo;São Paulo;Brasil
82;Empresa 82;0,00%;Multinacional;-;Efetivo;São Paulo;São Paulo;Brasil
84;Empresa 84;0,00%;Multinacional;-;Cooperador;São Paulo;São Paulo;Brasil
86;Empresa 86;0,00%;Nacional;Sim;Efetivo;Barueri;São Paulo;Brasil
87;Empresa 87;0,00%;Multinacional;Sim;Efetivo;Itapevi;São Paulo;Brasil
103;Empresa 103;0,00%;Multinacional;-;Cooperador;São Paulo;São Paulo;Brasil
104;Empresa 104;0,00%;Multinacional;-;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
109;Empresa 109;0,00%;Nacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
116;Empresa 116;0,00%;Nacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
124;Empresa 124;0,00%;Multinacional;-;Efetivo;São Paulo;São Paulo;Brasil
125;Empresa 125;0,00%;Multinacional;-;Efetivo;São Paulo;São Paulo;Brasil
126;Empresa 126;0,00%;Nacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
134;Empresa 134;0,00%;Nacional;-;Efetivo;São Paulo;São Paulo;Brasil
136;Empresa 136;0,00%;Multinacional;-;Efetivo;São Paulo;São Paulo;Brasil
137;Empresa 137;0,00%;Nacional;Sim;Efetivo;Indaiatuba;São Paulo;Brasil
138;Empresa 138;0,00%;Multinacional;Sim;Efetivo;Vargem Grande Paulista;São Paulo;Brasil
140;Empresa 140;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
144;Empresa 144;0,00%;Nacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
206;Empresa 206;0,00%;Nacional;-;;São Paulo;São Paulo;Brasil
210;Empresa 210;0,00%;Nacional;-;;São Paulo;São Paulo;Brasil
212;Empresa 212;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
214;Empresa 214;0,00%;Nacional;-;;São Paulo;São Paulo;Brasil
218;Empresa 218;0,00%;Nacional;-;;São Paulo;São Paulo;Brasil
219;Empresa 219;0,00%;Nacional;-;;São Paulo;São Paulo;Brasil
220;Empresa 220;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
225;Empresa 225;0,00%;Multinacional;Sim;Cooperador;Rio de Janeiro;Rio de Janeiro;Brasil
226;Empresa 226;0,00%;Multinacional;-;Cooperador;Rio de Janeiro;Rio de Janeiro;Brasil
228;Empresa 228;0,00%;Nacional;-;Efetivo;São Paulo;São Paulo;Brasil
230;Empresa 230;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
233;Empresa 233;0,00%;Nacional;-;;São Paulo;São Paulo;Brasil
251;Empresa 251;0,00%;Nacional;-;;;Distrito Federal;Brasil
255;Empresa 255;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
261;Empresa 261;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Itapevi;São Paulo;Brasil
265;Empresa 265;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Bragança Paulista;São Paulo;Brasil
271;Empresa 271;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São José dos Campos;São Paulo;Brasil
276;Empresa 276;0,00%;Multinacional;Sim;Cooperador;Piracicaba;São Paulo;Brasil
277;Empresa 277;0,00%;Multinacional;Sim;Cooperador;São Paulo;São Paulo;Brasil
288;Empresa 288;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
296;Empresa 296;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Itapevi;São Paulo;Brasil
298;Empresa 298;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
307;Empresa 307;0,00%;Nacional;-;;Brasília;Distrito Federal;Brasil
331;Empresa 331;0,00%;Nacional;-;;Brasília;Distrito Federal;Brasil
336;Empresa 336;0,00%;Nacional;Sim;Efetivo;Barueri;São Paulo;Brasil
338;Empresa 338;0,00%;Nacional;-;;São Paulo;São Paulo;Brasil
344;Empresa 344;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
350;Empresa 350;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Barueri;São Paulo;Brasil
353;Empresa 353;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
373;Empresa 373;0,00%;Nacional;-;Cooperador;São Paulo;São Paulo;Brasil
375;Empresa 375;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Brasília;Distrito Federal;Brasil
380;Empresa 380;0,00%;Nacional;-;Cooperador;Anápolis;Goiás;Brasil
382;Empresa 382;0,00%;Nacional;-;;São Paulo;São Paulo;Brasil
385;Empresa 385;0,00%;Nacional;-;Cooperador;São Paulo;São Paulo;Brasil
388;Empresa 388;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
390;Empresa 390;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Rio de Janeiro;Rio de Janeiro;Brasil
391;Empresa 391;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
399;Empresa 399;0,00%;Multinacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
406;Empresa 406;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Jerônimo;Rio Grande do Sul;Brasil
412;Empresa 412;0,00%;Multinacional;Sim;Efetivo;Rio de Janeiro;Rio de Janeiro;Brasil
419;Empresa 419;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
433;Empresa 433;0,00%;Multinacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
440;Empresa 440;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
444;Empresa 444;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
448;Empresa 448;0,00%;Multinacional;-;Fornecedor de Bens e Serviços;São José dos Campos;São Paulo;Brasil
452;Empresa 452;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Cotia;São Paulo;Brasil
459;Empresa 459;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
476;Empresa 476;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Brasília;Distrito Federal;Brasil
478;Empresa 478;0,00%;Nacional;-;Cooperador;São Paulo;São Paulo;Brasil
481;Empresa 481;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Brasília;Distrito Federal;Brasil
488;Empresa 488;0,00%;Nacional;-;Cooperador;Campinas;São Paulo;Brasil
509;Empresa 509;0,00%;Multinacional;-;;;;Brasil
534;Empresa 534;0,00%;Nacional;-;Cooperador;Rio de Janeiro;Rio de Janeiro;Brasil
536;Empresa 536;0,00%;Nacional;-;Cooperador;São Paulo;São Paulo;Brasil
540;Empresa 540;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Bernardo do Campo;São Paulo;Brasil
542;Empresa 542;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
553;Empresa 553;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Guarulhos;São Paulo;Brasil
555;Empresa 555;0,00%;Nacional;-;Cooperador;São Paulo;São Paulo;Brasil
563;Empresa 563;0,00%;Multinacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
565;Empresa 565;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
569;Empresa 569;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Guarulhos;São Paulo;Brasil
570;Empresa 570;0,00%;Nacional;-;;Porto Alegre;Rio Grande do Sul;Brasil
571;Empresa 571;0,00%;Nacional;-;;São Paulo;São Paulo;Brasil
572;Empresa 572;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Rio de Janeiro;Rio de Janeiro;Brasil
573;Empresa 573;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
576;Empresa 576;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
594;Empresa 594;0,00%;Multinacional;-;;;;Brasil
599;Empresa 599;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Fortaleza;Ceará;Brasil
601;Empresa 601;0,00%;Nacional;Sim;Cooperador;Curitiba;Paraná;Brasil
603;Empresa 603;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Bernardo do Campo;São Paulo;Brasil
611;Empresa 611;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Caieiras;São Paulo;Brasil
614;Empresa 614;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
615;Empresa 615;0,00%;Multinacional;Sim;Cooperador;Rio de Janeiro;Rio de Janeiro;Brasil
616;Empresa 616;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
619;Empresa 619;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
621;Empresa 621;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Porto Alegre;Rio Grande do Sul;Brasil
622;Empresa 622;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
631;Empresa 631;0,00%;Nacional;-;;São Paulo;São Paulo;Brasil
634;Empresa 634;0,00%;Nacional;Sim;Cooperador;Rio de Janeiro;Rio de Janeiro;Brasil
635;Empresa 635;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Brasília;Distrito Federal;Brasil
636;Empresa 636;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
638;Empresa 638;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
639;Empresa 639;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Anápolis;Goiás;Brasil
640;Empresa 640;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Fortaleza;Ceará;Brasil
641;Empresa 641;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Belo Horizonte;Minas Gerais;Brasil
642;Empresa 642;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Recife;Pernambuco;Brasil
643;Empresa 643;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Curitiba;Paraná;Brasil
644;Empresa 644;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Joinville;Santa Catarina;Brasil
645;Empresa 645;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Nova Londrina;Paraná;Brasil
646;Empresa 646;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Valinhos;São Paulo;Brasil
647;Empresa 647;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Osasco;São Paulo;Brasil
648;Empresa 648;0,00%;Multinacional;-;Efetivo;São Paulo;São Paulo;Brasil
650;Empresa 650;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Guarulhos;São Paulo;Brasil
651;Empresa 651;0,00%;Nacional;-;;São Paulo;São Paulo;Brasil
652;Empresa 652;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
653;Empresa 653;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
655;Empresa 655;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
656;Empresa 656;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
657;Empresa 657;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
659;Empresa 659;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
662;Empresa 662;0,00%;Nacional;-;Cooperador;Juiz de Fora;Minas Gerais;Brasil
663;Empresa 663;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
664;Empresa 664;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Rio de Janeiro;Rio de Janeiro;Brasil
666;Empresa 666;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São José do Rio Preto;São Paulo;Brasil
668;Empresa 668;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Curitiba;Paraná;Brasil
671;Empresa 671;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
673;Empresa 673;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Santos;São Paulo;Brasil
675;Empresa 675;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Vargem Grande Paulista;São Paulo;Brasil
676;Empresa 676;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
678;Empresa 678;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
679;Empresa 679;0,00%;Nacional;-;Cooperador;São Paulo;São Paulo;Brasil
680;Empresa 680;0,00%;Nacional;-;Cooperador;São Paulo;São Paulo;Brasil
684;Empresa 684;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
685;Empresa 685;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Brasília;Distrito Federal;Brasil
687;Empresa 687;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
690;Empresa 690;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
692;Empresa 692;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
693;Empresa 693;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
696;Empresa 696;0,00%;Nacional;-;Fornecedor de Bens e Serviços;;;Brasil
699;Empresa 699;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
700;Empresa 700;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Diadema;São Paulo;Brasil
701;Empresa 701;0,00%;Nacional;-;;Cuiabá;Mato Grosso;Brasil
702;Empresa 702;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
703;Empresa 703;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
704;Empresa 704;0,00%;Multinacional;-;Cooperador;Barueri;São Paulo;Brasil
706;Empresa 706;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
707;Empresa 707;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
708;Empresa 708;0,00%;Nacional;Sim;Efetivo;Barretos;São Paulo;Brasil
710;Empresa 710;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Mogi das Cruzes;São Paulo;Brasil
712;Empresa 712;0,00%;Multinacional;-;Fornecedor de Bens e Serviços;Belo Horizonte;Minas Gerais;Brasil
713;Empresa 713;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Rio de Janeiro;Rio de Janeiro;Brasil
716;Empresa 716;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
717;Empresa 717;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
718;Empresa 718;0,00%;Multinacional;-;Fornecedor de Bens e Serviços;Salto Grande;São Paulo;Brasil
720;Empresa 720;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Sorocaba;São Paulo;Brasil
721;Empresa 721;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Itajaí;Santa Catarina;Brasil
722;Empresa 722;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Juiz de Fora;Minas Gerais;Brasil
724;Empresa 724;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
725;Empresa 725;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Barueri;São Paulo;Brasil
726;Empresa 726;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
727;Empresa 727;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Cajamar;São Paulo;Brasil
729;Empresa 729;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
730;Empresa 730;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Guarulhos;São Paulo;Brasil
732;Empresa 732;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Rio de Janeiro;Rio de Janeiro;Brasil
733;Empresa 733;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
736;Empresa 736;0,00%;Nacional;Sim;Cooperador;Belo Horizonte;Minas Gerais;Brasil
738;Empresa 738;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Serra;Espírito Santo;Brasil
739;Empresa 739;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
740;Empresa 740;0,00%;Nacional;-;Cooperador;Hortolândia;São Paulo;Brasil
743;Empresa 743;0,00%;Multinacional;Sim;Cooperador;São Paulo;São Paulo;Brasil
744;Empresa 744;0,00%;Nacional;-;Cooperador;Fortaleza;Ceará;Brasil
745;Empresa 745;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Barueri;São Paulo;Brasil
746;Empresa 746;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Manaus;Amazonas;Brasil
748;Empresa 748;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Porto Alegre;Rio Grande do Sul;Brasil
750;Empresa 750;0,00%;Nacional;Sim;Cooperador;Rio de Janeiro;Rio de Janeiro;Brasil
751;Empresa 751;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
752;Empresa 752;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
753;Empresa 753;0,00%;Multinacional;-;Cooperador;São Paulo;São Paulo;Brasil
754;Empresa 754;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
757;Empresa 757;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
758;Empresa 758;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Rio de Janeiro;Rio de Janeiro;Brasil
760;Empresa 760;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
761;Empresa 761;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
767;Empresa 767;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Cotia;São Paulo;Brasil
768;Empresa 768;0,00%;Nacional;Sim;Cooperador;Goiânia;Goiás;Brasil
770;Empresa 770;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Brasília;Distrito Federal;Brasil
771;Empresa 771;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Osasco;São Paulo;Brasil
772;Empresa 772;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
773;Empresa 773;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Rio de Janeiro;Rio de Janeiro;Brasil
774;Empresa 774;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
775;Empresa 775;0,00%;Multinacional;-;Cooperador;São Paulo;São Paulo;Brasil
776;Empresa 776;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
778;Empresa 778;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
779;Empresa 779;0,00%;Nacional;Sim;Cooperador;São Paulo;São Paulo;Brasil
780;Empresa 780;0,00%;Nacional;-;Cooperador;São Paulo;São Paulo;Brasil
781;Empresa 781;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
783;Empresa 783;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
784;Empresa 784;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
785;Empresa 785;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
788;Empresa 788;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
789;Empresa 789;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Rio de Janeiro;Rio de Janeiro;Brasil
791;Empresa 791;0,00%;Nacional;Sim;Cooperador;Anápolis;Goiás;Brasil
792;Empresa 792;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Sorocaba;São Paulo;Brasil
794;Empresa 794;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Rio de Janeiro;Rio de Janeiro;Brasil
795;Empresa 795;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
796;Empresa 796;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
797;Empresa 797;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
798;Empresa 798;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
800;Empresa 800;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Diadema;São Paulo;Brasil
801;Empresa 801;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
803;Empresa 803;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
804;Empresa 804;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Barueri;São Paulo;Brasil
806;Empresa 806;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Rio de Janeiro;Rio de Janeiro;Brasil
808;Empresa 808;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
809;Empresa 809;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
810;Empresa 810;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
813;Empresa 813;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Vargem Grande Paulista;São Paulo;Brasil
814;Empresa 814;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
815;Empresa 815;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Jundiaí;São Paulo;Brasil
816;Empresa 816;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
817;Empresa 817;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
818;Empresa 818;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Anápolis;Goiás;Brasil
819;Empresa 819;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
820;Empresa 820;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Caetano do Sul;São Paulo;Brasil
821;Empresa 821;0,00%;Nacional;-;Cooperador;Rio de Janeiro;Rio de Janeiro;Brasil
823;Empresa 823;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Santo André;São Paulo;Brasil
824;Empresa 824;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Guarulhos;São Paulo;Brasil
825;Empresa 825;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Pouso Alegre;Minas Gerais;Brasil
827;Empresa 827;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
829;Empresa 829;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Pouso Alegre;Minas Gerais;Brasil
830;Empresa 830;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
831;Empresa 831;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Guarulhos;São Paulo;Brasil
832;Empresa 832;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Itapevi;São Paulo;Brasil
833;Empresa 833;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Uruguaiana;Rio Grande do Sul;Brasil
834;Empresa 834;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
835;Empresa 835;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Osasco;São Paulo;Brasil
836;Empresa 836;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
837;Empresa 837;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
