ID;Nome Fantasia;% de mercado;Nacionalidade;Associado;Tipo de Associado;Cidade;Estado;País
838;Empresa 838;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
839;Empresa 839;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
840;Empresa 840;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
841;Empresa 841;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Guarulhos;São Paulo;Brasil
842;Empresa 842;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
843;Empresa 843;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
844;Empresa 844;0,00%;Multinacional;Sim;Cooperador;São Paulo;São Paulo;Brasil
846;Empresa 846;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
847;Empresa 847;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Diadema;São Paulo;Brasil
848;Empresa 848;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
849;Empresa 849;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
850;Empresa 850;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Vinhedo;São Paulo;Brasil
852;Empresa 852;0,00%;Multinacional;-;Cooperador;São Paulo;São Paulo;Brasil
853;Empresa 853;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
854;Empresa 854;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
856;Empresa 856;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Itapevi;São Paulo;Brasil
857;Empresa 857;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
858;Empresa 858;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
859;Empresa 859;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
860;Empresa 860;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Barueri;São Paulo;Brasil
861;Empresa 861;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
862;Empresa 862;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
863;Empresa 863;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Barueri;São Paulo;Brasil
868;Empresa 868;0,00%;;-;;São Paulo;São Paulo;Brasil
871;Empresa 871;0,00%;;-;;São Paulo;São Paulo;Brasil
872;Empresa 872;0,00%;;-;;São Paulo;São Paulo;Brasil
873;Empresa 873;0,00%;;-;;São Paulo;São Paulo;Brasil
878;Empresa 878;0,00%;;-;;São Paulo;São Paulo;Brasil
880;Empresa 880;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
881;Empresa 881;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;;;
883;Empresa 883;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Jacareí;São Paulo;Brasil
885;Empresa 885;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Guarulhos;São Paulo;Brasil
886;Empresa 886;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;BRASIL
887;Empresa 887;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;;;
889;Empresa 889;0,00%;;Sim;Fornecedor de Bens e Serviços;;;
890;Empresa 890;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;;;
891;Empresa 891;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
892;Empresa 892;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Valinhos;São Paulo;Brasil
893;Empresa 893;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
894;Empresa 894;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Anápolis;Goiás;Brasil
895;Empresa 895;0,00%;;-;Fornecedor de Bens e Serviços;;;
896;Empresa 896;0,00%;Nacional;Sim;Cooperador;Vargem Grande Paulista;São Paulo;Brasil
897;Empresa 897;0,00%;;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;BRASIL
898;Empresa 898;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
899;Empresa 899;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
901;Empresa 901;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Paulínia;São Paulo;Brasil
903;Empresa 903;0,00%;;Sim;Fornecedor de Bens e Serviços;Goiânia;Goiás;Brasil
904;Empresa 904;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;BRASIL
905;Empresa 905;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
906;Empresa 906;0,00%;Multinacional;Sim;Efetivo;Guarulhos;São Paulo;Brasil
907;Empresa 907;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;SP;São Paulo;BRASIL
908;Empresa 908;0,00%;;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;BRASIL
910;Empresa 910;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
911;Empresa 911;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Hortolândia;São Paulo;BRASIL
912;Empresa 912;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Indaiatuba;São Paulo;BRASIL
913;Empresa 913;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Guarulhos;São Paulo;BRASIL
914;Empresa 914;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Goiânia;Goiás;BRASIL
915;Empresa 915;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Joinville;Santa Catarina;BRASIL
916;Empresa 916;0,00%;;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;BRASIL
917;Empresa 917;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;BRASIL
918;Empresa 918;0,00%;;Sim;Fornecedor de Bens e Serviços;Serra;Espírito Santo;BRASIL
919;Empresa 919;0,00%;;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;BRASIL
920;Empresa 920;0,00%;;-;Cooperador;Mandaguaçu;Paraná;BRASIL
921;Empresa 921;0,00%;;-;Fornecedor de Bens e Serviços;Goiânia;Goiás;BRASIL
923;Empresa 923;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Atibaia;São Paulo;BRASIL
924;Empresa 924;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Itajaí;Santa Catarina;BRASIL
925;Empresa 925;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;BRASIL
926;Empresa 926;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;BRASIL
927;Empresa 927;0,00%;;Sim;Fornecedor de Bens e Serviços;Itajaí;Santa Catarina;BRASIL
928;Empresa 928;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;BRASIL
929;Empresa 929;0,00%;;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;BRASIL
930;Empresa 930;0,00%;;-;Fornecedor de Bens e Serviços;Santana de Parnaíba;São Paulo;BRASIL
931;Empresa 931;0,00%;;-;Cooperador;São Paulo;São Paulo;BRASIL
932;Empresa 932;0,00%;;Sim;Fornecedor de Bens e Serviços;Vinhedo;São Paulo;BRASIL
933;Empresa 933;0,00%;;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;
937;Empresa 937;0,00%;Nacional;-;;Japeri;Rio de Janeiro;BRASIL
938;Empresa 938;0,00%;;-;Cooperador;Anápolis;Goiás;
939;Empresa 939;0,00%;;-;;Paulínia;São Paulo;Brasil
941;Empresa 941;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;
942;Empresa 942;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;
943;Empresa 943;0,00%;;-;;São Paulo;São Paulo;Brasil
944;Empresa 944;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;BRASIL
945;Empresa 945;0,00%;;Sim;Fornecedor de Bens e Serviços;Pompéia;São Paulo;BRASIL
946;Empresa 946;0,00%;Nacional;Sim;Cooperador;São Paulo;São Paulo;BRASIL
947;Empresa 947;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São José dos Campos;São Paulo;BRASIL
948;Empresa 948;0,00%;;Sim;Fornecedor de Bens e Serviços;Mauá;São Paulo;BRASIL
949;Empresa 949;0,00%;;Sim;Fornecedor de Bens e Serviços;Santos;São Paulo;BRASIL
950;Empresa 950;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;BRASIL
951;Empresa 951;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;BRASIL
952;Empresa 952;0,00%;;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;
954;Empresa 954;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;BRASIL
955;Empresa 955;0,00%;;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;BRASIL
956;Empresa 956;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Itupeva;São Paulo;brasil
957;Empresa 957;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;brasil
958;Empresa 958;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Betim;Minas Gerais;BRASIL
959;Empresa 959;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Itapevi;São Paulo;BRASIL
960;Empresa 960;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Itu;São Paulo;BRASIL
961;Empresa 961;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;BRASIL
962;Empresa 962;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Jundiaí;São Paulo;BRASIL
964;Empresa 964;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
965;Empresa 965;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
967;Empresa 967;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
968;Empresa 968;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
969;Empresa 969;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
970;Empresa 970;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Paulínia;São Paulo;Brasil
971;Empresa 971;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Cotia;São Paulo;Brasil
972;Empresa 972;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Porto Alegre;Rio Grande do Sul;Brasil
973;Empresa 973;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
974;Empresa 974;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Bernardo do Campo;São Paulo;Brasil
976;Empresa 976;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
977;Empresa 977;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
978;Empresa 978;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Porto Alegre;Rio Grande do Sul;Brasil
979;Empresa 979;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Cotia;São Paulo;Brasil
980;Empresa 980;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
981;Empresa 981;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Itapira;São Paulo;Brasil
982;Empresa 982;0,00%;Nacional;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
983;Empresa 983;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Anápolis;Goiás;Brasil
984;Empresa 984;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
985;Empresa 985;0,00%;Nacional;-;Fornecedor de Bens e Serviços;Cajamar;São Paulo;Brasil
986;Empresa 986;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Aparecida de Goiania;Goiás;Brasil
987;Empresa 987;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
989;Empresa 989;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Anápolis;Goiás;Brasil
990;Empresa 990;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Barueri;São Paulo;Brasil
991;Empresa 991;0,00%;;-;;;;
992;Empresa 992;0,00%;;-;;São Paulo;São Paulo;
993;Empresa 993;0,00%;;-;;São Paulo;São Paulo;
994;Empresa 994;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Santana de Parnaíba;São Paulo;Brasil
995;Empresa 995;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Diadema;São Paulo;Brasil
996;Empresa 996;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Goiânia;Goiás;Brasil
997;Empresa 997;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Taboão da Serra;São Paulo;Brasil
998;Empresa 998;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Bernardo do Campo;São Paulo;Brasil
1003;Empresa 1003;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Canela;Rio Grande do Sul;Brasil
1004;Empresa 1004;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Vinhedo;São Paulo;Brasil
1006;Empresa 1006;0,00%;;Sim;Efetivo;Barueri;São Paulo;
1007;Empresa 1007;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Goiânia;Goiás;Brasil
1008;Empresa 1008;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1009;Empresa 1009;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1010;Empresa 1010;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
1011;Empresa 1011;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Cambé;Paraná;Brasil
1012;Empresa 1012;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1013;Empresa 1013;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
1014;Empresa 1014;0,00%;Multinacional;Sim;Efetivo;Vargem Grande Paulista;São Paulo;Brasil
1015;Empresa 1015;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1017;Empresa 1017;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Guarulhos;São Paulo;Brasil
1018;Empresa 1018;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
1019;Empresa 1019;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1020;Empresa 1020;0,00%;;-;;;;
1021;Empresa 1021;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1022;Empresa 1022;0,00%;Multinacional;Sim;Cooperador;São Paulo;São Paulo;Brasil
1023;Empresa 1023;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Rio de Janeiro;Rio de Janeiro;Brasil
1024;Empresa 1024;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Guarulhos;São Paulo;Brasil
1026;Empresa 1026;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1028;Empresa 1028;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Santo André;São Paulo;Brasil
1029;Empresa 1029;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;brasil
1030;Empresa 1030;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Cotia;São Paulo;brasil
1031;Empresa 1031;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Caetano do Sul;São Paulo;Brasil
1034;Empresa 1034;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1035;Empresa 1035;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Rio de Janeiro;Rio de Janeiro;Brasil
1036;Empresa 1036;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1037;Empresa 1037;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Santos;São Paulo;Brasil
1038;Empresa 1038;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1039;Empresa 1039;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1040;Empresa 1040;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1042;Empresa 1042;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Paulínia;São Paulo;Brasil
1043;Empresa 1043;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
1044;Empresa 1044;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1045;Empresa 1045;0,00%;;Sim;Fornecedor de Bens e Serviços;Barueri;São Paulo;Brasil
1046;Empresa 1046;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Santana de Parnaíba;São Paulo;Brasil
1047;Empresa 1047;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1048;Empresa 1048;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1049;Empresa 1049;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1050;Empresa 1050;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1051;Empresa 1051;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
1052;Empresa 1052;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Londrina;Paraná;Brasil
1053;Empresa 1053;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1054;Empresa 1054;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Porto Alegre;Rio Grande do Sul;Brasil
1055;Empresa 1055;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
1056;Empresa 1056;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Lagoa Santa;Minas Gerais;Brasil
1057;Empresa 1057;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Mogi das Cruzes;São Paulo;Brasil
1058;Empresa 1058;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1059;Empresa 1059;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Porto Alegre;Rio Grande do Sul;Brasil
1060;Empresa 1060;0,00%;;-;;;;
1061;Empresa 1061;0,00%;;-;;;;
1062;Empresa 1062;0,00%;;-;;;;
1063;Empresa 1063;0,00%;;-;;;;
1064;Empresa 1064;0,00%;;-;;;;
1065;Empresa 1065;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Itapevi;São Paulo;Brasil
1066;Empresa 1066;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Rio de Janeiro;Rio de Janeiro;Brasil
1067;Empresa 1067;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
1068;Empresa 1068;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1069;Empresa 1069;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1070;Empresa 1070;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1071;Empresa 1071;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1073;Empresa 1073;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Taboão da Serra;São Paulo;Brasil
1074;Empresa 1074;0,00%;;-;;;;
1075;Empresa 1075;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Duque de Caxias;Rio de Janeiro;Brasil
1076;Empresa 1076;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Bernardo do Campo;São Paulo;Brasil
1077;Empresa 1077;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1079;Empresa 1079;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Anápolis;Goiás;Brasil
1080;Empresa 1080;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Anápolis;Goiás;Brasil
1081;Empresa 1081;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1086;Empresa 1086;0,00%;Nacional;Sim;Cooperador;Rio de Janeiro;Rio de Janeiro;Brasil
1087;Empresa 1087;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
1088;Empresa 1088;0,00%;Multinacional;Sim;Efetivo;São Caetano do Sul;São Paulo;Brasil
1090;Empresa 1090;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Campinas;São Paulo;Brasil
1091;Empresa 1091;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1092;Empresa 1092;0,00%;;-;;JOINVILLE;Santa Catarina;Brasil
1093;Empresa 1093;0,00%;;-;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1094;Empresa 1094;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Toledo;Paraná;Brasil
1095;Empresa 1095;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1096;Empresa 1096;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Jandira;São Paulo;Brasil
1097;Empresa 1097;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1098;Empresa 1098;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1099;Empresa 1099;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Jacareí;São Paulo;Brasil
1100;Empresa 1100;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1101;Empresa 1101;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1102;Empresa 1102;0,00%;;-;;;;
1104;Empresa 1104;0,00%;Nacional;Sim;Cooperador;Niterói;Rio de Janeiro;Brasil
1105;Empresa 1105;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1106;Empresa 1106;0,00%;;-;;São Paulo;São Paulo;
1107;Empresa 1107;0,00%;;-;;São Paulo;São Paulo;
1109;Empresa 1109;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1110;Empresa 1110;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1111;Empresa 1111;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Itajaí;Santa Catarina;Brasil
1112;Empresa 1112;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1113;Empresa 1113;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Goiânia;Goiás;Brasil
1114;Empresa 1114;0,00%;Nacional;Sim;Efetivo;Hortolândia;São Paulo;Brasil
1115;Empresa 1115;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Barueri;São Paulo;Brasil
1116;Empresa 1116;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Santana de Parnaíba;São Paulo;
1117;Empresa 1117;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1118;Empresa 1118;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Rio de Janeiro;Rio de Janeiro;Brasil
1119;Empresa 1119;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1120;Empresa 1120;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Paulínia;São Paulo;Brasil
1122;Empresa 1122;0,00%;Multinacional;Sim;Efetivo;São Paulo;São Paulo;Brasil
1123;Empresa 1123;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1124;Empresa 1124;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1125;Empresa 1125;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Itupeva;São Paulo;Brasil
1126;Empresa 1126;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;Belo Horizonte;Minas Gerais;Brasil
1127;Empresa 1127;0,00%;Multinacional;Sim;Fornecedor de Bens e Serviços;Sorocaba;São Paulo;Brasil
1128;Empresa 1128;0,00%;Nacional;Sim;Cooperador;Rio de Janeiro;Rio de Janeiro;Brasil
1129;Empresa 1129;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Bernardo do Campo;São Paulo;Brasil
1130;Empresa 1130;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Paulo;São Paulo;Brasil
1131;Empresa 1131;0,00%;Nacional;Sim;Fornecedor de Bens e Serviços;São Bernardo do Campo;São Paulo;Brasil
1132;Empresa 1132;0,00%;;-;;;;
